CUST_ID,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10441,0.333333,0.083333,2,17,4000,1298.823687,858.977427,0,12
C10442,0,0.083333,3,0,8000,422.878799,269.178995,0,12
C10443,0,0.090909,2,0,1800,357.836436,631.106468,0,11
C10444,0,0.666667,16,1,10000,1874.954894,1716.092764,0,12
C10445,0,0.416667,14,0,10000,2052.533488,1886.223361,0,12
C10446,0,0.090909,1,0,9000,6918.272206,1035.039239,0,11
C10447,1,0.666667,24,25,5000,5810.994681,1284.011712,0,12
C10448,0,0,0,5,2500,182.177646,200.759856,0,12
C10449,0,0.083333,2,0,6000,2996.735376,1855.766226,0,12
C10450,0,0.083333,2,0,1500,2008.971745,277.582819,0.125,12
C10451,0,0.333333,15,2,8000,5147.693822,2610.053885,0,12
C10452,0.833333,0.25,3,11,4500,1017.241855,1225.908506,0,12
C10453,1,0.083333,1,38,13000,1094.345336,1194.234398,0,12
C10454,0,0.083333,1,0,1200,591.853821,204.676682,0,12
C10455,0,0.25,6,12,6000,994.500495,1384.111493,0,12
C10456,0,0,0,2,1800,546.417272,134.985783,0.25,12
C10457,0,0.4,14,0,10500,7566.577763,1943.431564,0.1,10
C10458,0,0.25,3,0,2500,1370.235544,373.893161,0,12
C10459,0.636364,0,0,9,4500,621.255763,210.248259,0,11
C10460,0,0,0,26,4500,2198.293667,784.387878,0,12
C10461,0.5,0.083333,1,19,9500,3340.041274,3024.949485,0,12
C10462,1,0,0,48,1800,1021.907217,179.585842,0,12
C10463,0,0,0,6,15000,538.841222,41.302445,0,12
C10466,0,0.083333,1,0,1200,274.653536,327.072615,0,12
C10467,0.416667,0,0,7,3150,423.206638,157.471831,0.714286,12
C10468,0,0,0,23,2500,1493.919986,382.989143,0,12
C10469,0,0,0,30,8500,1230.219396,1646.973276,0,12
C10470,0.666667,0.166667,2,40,4500,3259.958288,5620.295192,0,12
C10471,0.833333,1,8,5,15000,1194.510762,1206.257247,0,6
C10472,0.5,0.25,2,27,4000,288.883026,312.026316,0,8
C10473,0.545455,0,0,7,7500,881.284581,97.186371,0.666667,11
C10474,1,0,0,20,6000,1583.421932,137.826186,0.454545,12
C10475,0.416667,0,0,14,1500,401.217047,177.766827,0,12
C10476,0.25,0.083333,1,7,1800,452.225512,411.612521,0,12
C10477,0.416667,0.083333,1,50,12000,9678.173119,606.899183,0.5,12
C10478,0.333333,0,0,19,6000,939.306791,301.000749,0,12
C10480,1,0,0,32,2500,3301.334578,180.338402,0.333333,12
C10481,0.75,0,0,26,3000,632.062443,568.410749,0,12
C10482,1,0.083333,1,20,1700,1804.065076,261.258072,0,12
C10483,0,0.083333,1,0,1200,541.101815,286.374289,0,12
C10484,0,0.583333,18,0,7500,1088.755323,1189.693931,0,12
C10485,0.833333,0,0,33,2400,1580.0815,466.772558,0,12
C10486,1,0.083333,1,14,8500,2768.795805,199.803721,0.25,12
C10487,0.916667,0.333333,11,103,11800,1793.043228,3101.01703,0,12
C10488,0,0,0,4,6000,4804.383296,128.834658,0,12
C10489,0,0.583333,16,2,9000,10428.37611,1599.353926,0.166667,12
C10490,0,0.416667,8,0,4000,1067.405461,911.08543,0,12
C10491,1,0,0,31,6500,2497.488126,1584.520204,0,12
C10492,0,0.083333,1,0,1800,586.426259,494.954634,0,12
C10493,0.333333,0,0,4,1200,320.592941,385.347014,0,12
C10494,0.166667,0,0,4,11300,4315.936534,4483.503862,0,12
C10495,0.583333,0.166667,3,30,5000,1357.36111,1919.690041,0,12
C10497,1,0,0,44,14500,3484.429075,108.937025,0.3,12
C10498,0,0.181818,2,0,3500,547.23924,1111.251287,0,11
C10501,0,0,0,1,8500,566.292758,218.497636,0,12
C10502,0.5,0,0,8,7000,1023.209164,127.78905,0.6,12
C10503,0.833333,0,0,27,6500,2087.871747,207.584121,0.363636,12
C10504,0,0.25,3,0,10000,14481.46544,19.492021,0,12
C10505,0,0.333333,12,0,3000,142.286073,164.391437,0,12
C10506,0.416667,0,0,24,15000,826.764555,212.075152,1,12
C10507,0,0,0,74,7000,5872.707939,169.703195,0.916667,12
C10508,0,0.5,11,0,4000,1006.358943,1819.542692,0,12
C10509,0.916667,0,0,38,9500,4030.061017,197.534405,0.666667,12
C10510,0,0.333333,13,5,13000,1629.239381,1998.044046,0,12
C10511,0.166667,0,0,17,13000,1924.101393,123.522314,0.571429,12
C10512,1,0.25,6,25,6000,1165.621928,1520.54755,0,12
C10513,0,0.333333,9,0,18000,2662.365409,2539.198217,0,12
C10514,1,0,0,121,6000,7069.804042,216.277252,0.583333,12
C10515,0.083333,0.083333,2,11,4500,191.366024,307.812023,0.083333,12
C10516,0.083333,0.166667,2,16,7000,826.576112,817.39586,0,12
C10517,0,0.666667,21,3,14000,3251.190662,3872.099498,0,12
C10518,0,0.25,3,0,4500,552.713988,585.776445,0,12
C10519,0,0.583333,16,0,1700,1076.722225,1206.741644,0,12
C10520,0.333333,0,0,5,7500,1718.487894,140.181283,1,12
C10521,0.083333,0,0,14,2750,1043.617154,1342.522124,0,12
C10522,0.916667,0.083333,1,19,2400,642.723723,457.255269,0,12
C10523,0.416667,0,0,157,17000,36066.75068,15914.48462,0.083333,12
C10524,0,0,0,11,20000,822.928249,206.656437,0.916667,12
C10525,0.909091,0,0,30,4000,999.235386,280.393252,0,11
C10526,0.833333,0,0,10,5000,1391.649702,186.774371,0.3,12
C10527,0.583333,0,0,7,2500,641.943628,156.644197,1,12
C10528,0.75,0,0,18,1500,716.241063,1502.744095,0,12
C10529,0.333333,0,0,114,16500,24529.27662,534.032339,1,12
C10530,0,0.166667,3,0,3000,677.649435,1187.962476,0,12
C10532,0.583333,0.25,4,53,10300,1489.597574,1549.64691,0,12
C10533,0.75,0,0,11,4500,353.570259,132.13182,0.666667,12
C10534,1,0,0,83,14500,16826.42443,451.636081,0.25,12
C10535,0,0.5,10,7,9500,4820.842925,760.028047,0,12
C10536,0.583333,0.166667,3,14,5000,3410.253378,3451.70216,0,12
C10537,1,0,0,33,10500,3528.728592,287.515344,0.083333,12
C10538,0,0,0,12,10000,908.907467,184.723457,1,12
C10539,0,0.25,8,0,3000,304.984801,427.594038,0,12
C10540,0,0.083333,1,0,12500,0,,0,12
C10542,1,0,0,19,16500,758.421856,163.044353,1,12
C10543,0.583333,0,0,14,1500,518.757481,19977.00572,0,12
C10544,0,1,23,10,19000,2051.14647,3905.740148,0,8
C10545,1,0,0,30,4500,3058.768463,5067.863223,0,12
C10546,0,0.166667,6,0,3000,832.894753,706.541302,0,12
C10547,0.916667,0,0,27,6500,1099.15757,163.155119,0,12
C10548,0.75,0,0,43,9500,1924.73689,957.077692,0,12
C10549,0,0.25,3,0,1200,308.089987,361.250401,0,12
C10550,0,0.8,31,2,8000,4453.691497,1088.959964,0,10
C10551,0,0.166667,2,1,12500,573.307364,747.486806,0,12
C10552,0.833333,0,0,14,8000,601.746596,149.982513,0.333333,12
C10553,0.888889,0.111111,1,10,1500,559.095981,1058.84479,0,9
C10554,0.833333,0,0,13,3000,1301.155857,168.227161,0.375,12
C10555,1,0.083333,2,42,2850,2073.374513,874.422722,0,12
C10556,0.333333,0,0,7,4000,217.546584,368.652894,0,12
C10557,0.5,0.166667,5,15,5500,807.047622,590.361005,0,12
C10558,1,0,0,21,7500,6476.333335,1090.368608,0.083333,12
C10559,0,0,0,2,20000,5872.895164,116.063003,0,12
C10560,0.666667,0,0,54,12000,2890.901993,694.340138,0.083333,12
C10561,0,0.75,11,19,17500,1727.425472,1770.058766,0,12
C10562,0,0,0,6,5000,1537.307484,102.554198,0.5,12
C10563,1,0.75,23,60,5000,5174.255034,6174.387335,0,12
C10564,1,0.083333,1,33,3000,1442.488419,1113.097672,0,12
C10565,0.166667,0,0,8,6000,1513.704151,112.874987,1,12
C10566,0.083333,0.833333,123,1,3000,3432.757202,421.385587,0,12
C10567,0,0,0,2,8500,814.605178,109.433095,0.333333,6
C10568,0,0,0,14,15000,7521.226078,319.437528,0.888889,11
C10569,0.833333,0,0,54,9500,1248.498168,1143.849403,0,12
C10570,0,0,0,21,16500,4924.941312,182.288774,1,12
C10571,1,0,0,12,1800,1591.559543,1991.577214,0,12
C10572,0,0,0,48,10500,3430.597877,149.408227,1,10
C10573,0,0.166667,1,8,1500,236.764555,207.007715,0,6
C10574,0.916667,0.083333,1,101,22500,46930.59824,2974.069421,0.25,12
C10575,0.75,0.166667,8,46,9000,4201.889848,7060.930982,0,12
C10576,0,0.666667,13,4,9500,6710.905443,6510.915661,0,12
C10577,0,0.25,6,18,6000,2322.412643,360.670758,0,12
C10578,0,0.636364,17,1,6750,11634.38713,422.041626,0.111111,11
C10579,1,0,0,41,4500,1280.294998,203.755356,0,12
C10580,0,0.083333,3,0,4000,1084.059239,1228.291582,0,12
C10581,0.333333,0.833333,52,4,7000,2676.467444,1468.475204,0,6
C10582,0,0.666667,8,0,6000,2060.020446,1306.960035,0,12
C10583,0,0.166667,2,3,2500,168.425788,169.473399,0,12
C10584,1,0,0,222,6000,9853.313787,280.014823,0.818182,12
C10585,0,0.166667,2,0,1500,1328.855136,189.52525,0,12
C10586,0.25,0,0,3,1000,59.924534,8269.955787,0,12
C10587,0.833333,0,0,98,6000,10718.04224,281.611634,0.833333,12
C10588,0,0.25,3,0,1200,432.048813,256.494357,0,12
C10589,1,0,0,66,15000,14083.96809,1442.933291,0.25,12
C10590,0,0,0,16,12000,502.486404,105.034384,1,12
C10591,1,0,0,12,1700,227.514473,38512.12477,0,12
C10592,0.166667,0,0,6,12500,287.796655,93.027601,0.333333,12
C10593,0,0.3,3,3,10500,2447.227264,2042.09446,0,10
C10594,0,0,0,8,5000,654.505745,507.655831,0,12
C10595,0,0.083333,7,0,3150,394.285767,10636.14839,0,12
C10596,0,0.083333,1,0,7000,809.880619,663.360789,0,12
C10597,0,0,0,1,15000,0,,0,12
C10598,0,0,0,141,10500,8145.713972,1198.614519,0,12
C10599,0.416667,0,0,5,2500,3594.989864,445.215577,0,12
C10600,0,0.25,4,0,7500,1984.351035,3082.801095,0,12
C10601,0.25,0.25,3,10,9000,2079.521171,2902.18515,0,12
C10602,0,0,0,8,8500,2031.589282,462.41515,0,12
C10603,0,0,0,1,10000,540.021578,183.086463,0,12
C10604,0,0.333333,9,0,3500,3009.926784,505.965923,0.083333,12
C10605,0.75,0,0,37,15000,2419.651857,182.527745,1,12
C10606,0,0.083333,2,0,7500,4539.526102,2183.319473,0,12
C10607,0,0.166667,6,0,5000,985.516901,1708.136351,0,12
C10608,1,0,0,79,13000,9290.702248,653.194444,0,12
C10609,1,0.083333,2,62,19000,11123.40918,4467.520244,0,12
C10610,0,0,0,1,1800,45.640106,26.849523,0,12
C10611,0.916667,0,0,70,9000,27255.00752,537.372671,1,12
C10612,0.25,0,0,7,4000,662.401178,149.47264,0.2,12
C10613,0.25,0.416667,8,21,7500,7780.322889,950.496396,0,12
C10615,1,0,0,33,6500,682.930065,512.073385,0,12
C10616,0.916667,0,0,93,16000,10377.3612,2372.97281,0,12
C10617,0,0,0,17,4500,576.699993,556.378998,0,12
C10618,0,0.363636,5,0,3000,3418.06811,1384.882852,0,11
C10619,0,0.083333,1,5,2500,1403.266638,513.547978,0,12
C10620,0.5,0,0,7,4000,209.014647,147.337498,0.166667,12
C10621,0,0.25,12,1,2500,3747.367504,82.631551,0,12
C10622,0.333333,0,0,48,11500,1553.147417,1338.082337,0,12
C10623,0.166667,0.166667,2,31,3500,2103.253278,193.898848,0.25,12
C10624,0.083333,0,0,1,1000,1407.291593,424.623595,0,12
C10625,0,0.363636,7,9,4000,4441.185925,752.309324,0,11
C10626,0,0.363636,4,0,2100,553.00439,570.229181,0,11
C10627,0,0.416667,15,0,14500,1498.338478,1536.151742,0,12
C10628,0.5,0,0,10,7500,721.081023,234.277687,0,12
C10629,0,0,0,16,7000,566.87028,639.521888,0,12
C10630,0,0,0,8,2100,3144.544042,165.070133,0.8,12
C10631,0.75,0.416667,10,10,8000,1775.13958,2293.582697,0,12
C10632,0.666667,0,0,9,8000,1515.629124,152.094041,0.714286,12
C10633,0.916667,0.5,11,11,8500,1494.101923,886.539252,0,12
C10634,1,0,0,80,5000,1254.376139,309.542834,0,12
C10635,1,0.916667,51,52,9500,17739.94594,2500.582848,0,12
C10636,0,0.083333,2,2,8000,5441.876882,542.296729,0.1,12
C10637,0.916667,0,0,25,6000,1222.343069,129.304142,0.8,12
C10638,1,0.25,6,43,6000,1572.990843,3215.771919,0,12
C10639,0,0.083333,1,1,4000,745.984976,1243.56477,0,12
C10640,0,0.916667,52,0,12000,2430.864139,2452.882838,0,12
C10641,1,0,0,53,7000,7883.621179,208.069929,1,12
C10642,0.916667,0.083333,2,24,4000,529.829894,508.775831,0,12
C10643,0.2,0,0,3,4000,322.114468,139.674841,0.5,10
C10644,1,0,0,64,11500,2529.085319,1256.196236,0,12
C10645,1,0,0,194,8500,8571.945329,204.762568,0.083333,12
C10646,0,0.083333,1,0,3000,278.731912,56.686755,0.2,12
C10647,0.75,0.5,12,117,13000,8495.972927,1183.069705,0.25,12
C10648,0.916667,0,0,25,3300,117.780082,56.500841,0.1,12
C10649,0.583333,0,0,100,7500,8317.163283,887.495688,0.083333,12
C10650,0,0,0,16,1750,1083.625844,1196.302503,0,12
C10651,0.8,0,0,16,1500,679.888456,160.592311,0.125,10
C10652,0.333333,0.083333,1,23,5000,1068.805913,518.001095,0,12
C10653,1,0.166667,11,111,4500,6925.337419,1646.768053,0.083333,12
C10654,0.916667,0,0,83,7500,6381.236136,235.661045,0.833333,12
C10655,1,0,0,67,2800,1148.409463,183.177287,0.083333,12
C10656,0,0.083333,2,0,2400,2361.929133,390.202217,0,12
C10657,0,0,0,1,16000,563.830183,108.579632,0,12
C10658,0.818182,0.181818,7,11,3000,6801.933334,1017.637027,0.090909,11
C10659,0.333333,0.416667,24,16,11500,21320.89625,3913.712987,0.166667,12
C10660,0.333333,0,0,10,7000,704.075312,161.420141,0.25,12
C10661,0,0.166667,3,0,1200,720.3446,369.566083,0,12
C10662,0,0.083333,1,0,10500,3239.303839,3614.801495,0,12
C10663,0,0.083333,1,0,5000,74.218884,96.13968,0,12
C10665,0.916667,0,0,21,10000,1768.463643,212.73674,1,12
C10666,0.75,0,0,30,6500,2671.279796,185.468819,0.25,12
C10667,0,0.666667,9,0,4000,1221.274221,1537.255049,0,12
C10668,0.75,0,0,29,12500,3639.443058,205.024983,1,12
C10669,1,0,0,98,15000,7839.750264,8096.79502,0,12
C10670,1,0.25,4,92,16500,7272.999505,445.131364,0.25,12
C10671,1,0,0,219,15500,14462.63056,340.717801,1,12
C10672,0,0.583333,13,5,7000,1534.75789,1663.455756,0,12
C10673,0.333333,0,0,36,14000,1778.284067,1355.651702,0,12
C10674,0.333333,0.416667,14,3,4000,5308.488824,216.48223,0.454545,12
C10675,0,0.166667,4,0,1800,141.505315,10592.53719,0,12
C10676,0.888889,0.444444,4,9,1200,634.96657,965.13244,0,9
C10677,1,0.333333,5,55,3000,710.210734,684.951673,0,12
C10678,0.909091,0,0,152,16000,7116.531862,2117.186083,0,11
C10679,0.272727,0,0,3,18000,1197.347043,131.19619,1,11
C10680,0,0.083333,1,0,9000,0,,0,12
C10681,1,0.083333,1,87,3800,9582.782864,1805.370785,0.25,12
C10682,0.583333,0,0,15,5000,5496.343824,173.931803,1,12
C10683,0,0,0,2,2000,200.169721,43.909196,0,12
C10684,1,0.5,62,104,7000,17084.85192,2068.25205,0.090909,12
C10685,0.166667,0,0,6,2500,534.818301,28.994494,0.181818,12
C10686,0.083333,0,0,29,8500,4503.07943,810.909841,0.083333,12
C10688,0,0,0,33,7500,4471.044825,188.409994,0.666667,12
C10689,0,0.166667,2,29,20000,2068.187388,243.235999,0,12
C10690,0,0.166667,2,1,1200,1589.980022,439.870516,0.1,12
C10691,0.75,0,0,34,6000,6725.483653,609.161536,0,12
C10692,0.5,0,0,24,13000,798.047921,66.969941,0.25,12
C10693,1,0,0,19,1200,496.114334,15914.72154,0,12
C10694,0,0,0,1,1500,0,,0,8
C10695,1,0,0,54,7500,3229.189675,195.370312,0.916667,12
C10696,0,0.166667,2,10,10500,7566.470234,9170.428051,0,12
C10697,0,0.083333,1,7,4000,2520.722012,507.937007,0,12
C10698,0,0.3,5,0,4000,862.790575,1178.426048,0,10
C10699,0.916667,0,0,30,12000,2011.781378,219.067764,0,12
C10700,0.583333,0.083333,1,8,1200,632.227172,1395.576542,0,12
C10701,0,0.5,8,0,7500,1070.599052,1441.148962,0,12
C10702,1,0,0,34,4500,1624.241905,168.938924,0,12
C10703,0,0.166667,2,0,7000,1756.829998,2166.204489,0,12
C10704,1,0.083333,1,182,7500,4807.552996,207.134142,0.166667,12
C10705,0.5,0,0,6,1000,215.685296,7281.645049,0,12
C10706,0,0.583333,16,1,9000,9547.622542,2385.432813,0,12
C10707,0.1,0,0,2,6500,49.622958,48.782575,0.5,10
C10708,0,1.25,12,2,8000,683.421497,2036.877611,0,8
C10709,1,0.083333,3,14,3000,4055.34116,1002.627519,0.083333,12
C10710,0,0,0,24,4000,1272.434565,218.00803,0,12
C10711,1,0.083333,7,12,6000,2214.368263,4093.868044,0,12
C10712,0,0.333333,5,0,3000,666.956678,1066.060177,0,12
C10713,0.5,0,0,25,18000,1317.549381,481.452747,0.25,12
C10714,0.142857,0,0,1,4000,290.353132,276.463002,0,7
C10715,0.166667,0,0,11,3000,3505.371815,894.910352,0,12
C10716,0,0.083333,1,21,6000,2420.445403,118.312302,0.5,12
C10717,1,0,0,51,20000,3908.960912,199.621137,1,12
C10718,0,0,0,8,11500,1464.000198,261.032083,0.166667,12
C10719,0.857143,0.142857,3,7,1000,161.97536,930.115009,0,7
C10720,1,0,0,30,5000,1747.703784,176.211823,0.333333,12
C10721,0.416667,0.083333,1,13,1200,635.871404,220.685812,0,12
C10722,1,0,0,16,6600,1283.885302,389.191998,0,12
C10723,0,0.666667,12,2,10000,659.559695,1400.681628,0,6
C10724,1,0,0,12,4200,467.204852,24302.09819,0,12
C10725,1,0,0,101,6000,2841.850383,173.710118,1,12
C10726,0.833333,0,0,12,1500,686.376349,266.50397,0,12
C10727,0,0.166667,3,0,5500,757.537513,891.059927,0,12
C10728,0,0.166667,5,0,3000,247.706733,310.58347,0,6
C10729,0,0.333333,10,0,1500,1724.178215,301.346806,0.1,12
C10730,0,0,0,5,4500,907.867126,912.269822,0,12
C10731,0.416667,0,0,50,9500,2946.752322,345.15359,0,12
C10732,0,0,0,16,2700,1125.497981,192.979922,0,12
C10733,0,0.083333,2,1,2800,373.433094,3945.38539,0,12
C10734,0,0.5,9,0,3000,1794.421173,936.618592,0,12
C10735,1,0.166667,2,88,17500,24199.11108,3039.137305,0.083333,12
C10736,1,0.25,5,82,10000,10274.93122,528.241518,0.333333,12
C10737,0,0.166667,2,0,14000,1661.693077,1949.814235,0,12
C10738,0,0.083333,1,3,6000,779.057364,179.42685,0,12
C10739,1,0,0,71,3000,4843.737867,177.051156,0.454545,12
C10740,0.666667,0,0,10,8000,341.378477,209.317582,0.083333,12
C10741,0,0,0,3,1500,238.348011,154.555561,0,7
C10742,0,0.333333,4,24,5000,1529.771263,1212.951385,0,12
C10743,0,0.333333,8,0,16000,2322.058763,1831.024986,0,12
C10744,0,0,0,2,1200,555.23373,303.743033,0,12
C10745,0.166667,0.083333,1,7,6000,6532.686986,634.388953,0.083333,12
C10746,0,0,0,1,3000,19.221233,67.643963,0,12
C10747,0.416667,0.166667,2,19,4500,728.056878,769.627647,0,12
C10748,0,0.25,3,0,8500,1227.062915,1208.463027,0,12
C10749,0,0.083333,1,1,2000,349.584645,695.503633,0,12
C10750,0.25,0.5,7,3,14500,3167.870886,3533.4648,0,12
C10751,0,0.166667,4,0,1200,3597.140559,308.399887,0.333333,12
C10752,0.583333,0,0,37,6500,3609.323897,416.412205,0,12
C10753,0.166667,0.166667,4,81,10000,2344.430467,4676.633767,0,12
C10754,0,0.416667,8,0,6000,738.312743,879.041116,0,12
C10755,0.833333,0,0,37,1500,1361.684623,1854.077627,0,12
C10756,1,0,0,48,11000,941.91753,180.400442,0.75,12
C10757,0.083333,0,0,2,1500,487.294072,215.007957,0,12
C10758,0,0.1,1,0,5500,874.365824,1582.515056,0,10
C10759,0,0.416667,7,0,2750,750.534962,883.249328,0,12
C10760,1,0,0,97,20000,3603.230966,207.887409,0.583333,12
C10761,1,0.25,4,46,6500,1427.725762,1342.185961,0,12
C10762,0,1,62,0,11500,1777.003806,2412.544026,0,12
C10763,0.166667,0,0,2,1500,9.533313,8.8426,0,12
C10764,0,0,0,9,1500,3245.496885,142.868781,0,12
C10765,0,0,0,5,2100,2573.55754,756.220978,0,12
C10766,0,0.416667,6,0,7500,6135.140807,2279.351491,0,12
C10767,0,0.166667,3,0,1500,3.500505,8.56154,0,6
C10768,1,0,0,23,9000,1065.332527,178.115434,1,12
C10769,0,0.583333,10,0,3000,264.548484,326.316359,0,12
C10770,0.444444,0.666667,19,7,6000,617.46628,414.824247,0,9
C10771,0,0.125,1,0,2500,260.843536,325.312921,0,8
C10772,1,0,0,46,1500,1189.503063,1104.152962,0,12
C10773,0,0,0,12,9000,323.683167,344.973051,0,12
C10774,0,0,0,9,3000,302.073647,330.87851,0,12
C10775,0.916667,0.166667,3,17,1500,1340.224464,1732.955307,0,12
C10776,0.666667,0,0,49,5000,2800.406648,357.591488,0,12
C10777,0,0.222222,3,8,9000,1600.272221,597.159149,0,9
C10779,0.5,0,0,6,3650,2541.196672,2559.345,0,12
C10780,0.583333,0.25,7,7,6000,1553.157125,988.712621,0,12
C10781,0,0.428571,6,0,1200,1665.025645,247.205901,0,7
C10782,0,0.166667,4,4,10500,1030.093462,1116.001393,0,12
C10783,0,0.25,6,0,13000,3222.169406,2818.707479,0,12
C10784,1,0.416667,6,25,5000,6940.278105,759.346966,0,12
C10785,0,0.333333,6,0,6000,1445.294493,2703.217084,0,12
C10786,1,0.083333,1,27,2000,1759.115089,232.076866,0,12
C10787,0.5,0,0,33,4000,948.092359,1356.087629,0,8
C10788,0,0.25,7,0,6500,1479.003541,1321.46938,0,12
C10789,1,0,0,13,4000,912.478311,102.895907,0.636364,12
C10790,0.25,0.75,16,7,7000,1460.652254,1540.175186,0,12
C10791,0,0.5,21,0,9500,1334.749456,1272.080547,0,12
C10792,0,0,0,2,3000,2941.300379,280.618072,0,12
C10793,0,0.333333,5,0,2000,529.203224,1501.874974,0,12
C10794,0,0,0,1,5500,278.975102,92.072121,0,12
C10795,0,0.166667,3,0,1200,236.09244,351.184105,0,12
C10796,0.416667,0.25,6,5,12000,2230.957196,2672.605531,0,12
C10797,0.5,0.333333,4,44,5000,2851.045852,794.323892,0,12
C10798,0,0,0,1,10500,685.660178,495.65428,0,12
C10799,1,0,0,78,8500,4301.600928,186.739077,1,12
C10800,0,0.083333,2,1,3000,393.417404,462.153221,0,12
C10801,0.416667,0,0,22,5000,0,,0,12
C10803,0.083333,0,0,3,2500,1136.340121,428.353499,0,12
C10804,0.125,0,0,2,5000,424.829757,282.152847,0,8
C10805,0.583333,0.166667,2,45,19000,12667.90527,968.363741,0.333333,12
C10806,1,0.166667,3,19,6500,4591.162882,296.681069,0.181818,12
C10807,0,0.166667,4,0,3000,808.881566,1663.969183,0,12
C10808,0,0.166667,2,23,4500,1373.689245,3414.220124,0,12
C10809,0,0.416667,9,0,10000,11192.8048,3427.635445,0,12
C10810,0,0.166667,2,0,3500,79.242572,81.716644,0,12
C10811,1,0.166667,5,77,9500,0,,0,12
C10812,0.666667,0.25,3,27,7500,1672.051219,190.893951,0.181818,12
C10813,0.5,0,0,7,6000,501.41401,83.041019,0.416667,12
C10814,0.818182,0,0,9,4000,137.148597,125.135021,0,11
C10815,0,0.416667,10,0,5500,1009.545319,2092.29409,0,12
C10816,0,0.125,1,1,1500,254.561828,152.221816,0,8
C10817,0,0.75,9,0,2600,0,,0,12
C10818,0,0.416667,11,0,10000,15923.28722,517.595201,0,12
C10819,0.5,0,0,8,8500,2501.125038,541.51241,0,12
C10820,1,0,0,12,4000,185.189285,129.992635,0.545455,12
C10821,0.166667,0.5,9,2,1500,973.097522,1263.139657,0,12
C10822,0,0.333333,7,5,2500,518.949471,1223.335721,0,12
C10823,0,0,0,1,6000,267.147917,88.028446,0,12
C10824,1,0,0,12,1200,1557.68946,438.318992,0.166667,12
C10825,0,0.166667,6,0,2600,0,,0,12
C10826,1,0,0,12,5000,1715.207478,163.663033,1,12
C10827,1,0,0,13,1700,881.425823,1066.801936,0,12
C10828,0.5,0,0,15,4000,551.370293,88.814191,0.454545,12
C10829,0,0.25,3,0,6000,638.144031,12866.94167,0,12
C10830,1,0.083333,1,117,17500,5828.994002,270.774147,0.833333,12
C10831,0,0.083333,2,0,3000,12902.18813,1791.729021,0.5,12
C10832,0,0.25,27,0,4000,3225.132002,1689.935969,0,12
C10833,0.75,0,0,20,7500,753.811533,162.763716,0,12
C10834,0,0.166667,2,0,3300,0,,0,12
C10835,0.416667,0,0,37,8500,278.70437,561.333282,0,12
C10836,1,0,0,35,4200,1948.361057,162.995748,0.833333,12
C10837,0.166667,0,0,7,3000,369.733274,131.403254,0,12
C10838,1,0.166667,3,25,8000,880.198403,2203.284474,0,12
C10839,0,0.272727,4,12,9500,3219.440365,728.739114,0,11
C10840,0,0,0,12,10500,1015.698271,795.091125,0,12
C10841,0,0.416667,6,2,5000,5091.300312,796.031998,0,12
C10843,0,0.25,5,2,1800,650.440749,572.683934,0,12
C10844,0.166667,0,0,2,4000,471.23242,110.528523,0.5,12
C10845,0,0.083333,1,2,4600,949.592719,885.376298,0,12
C10846,0.916667,0,0,20,1800,2463.113969,1947.918485,0,12
C10847,0,0.333333,5,0,3000,712.803089,316.461916,0,12
C10848,1,0,0,21,7000,0,,0,12
C10849,0,0.25,4,0,2400,314.272712,10774.73572,0,12
C10850,0,0.166667,7,0,3000,248.742811,572.390099,0,12
C10852,0.25,0,0,5,3000,634.853367,227.160721,0,12
C10853,0.166667,0,0,4,7000,323.344372,409.65366,0,12
C10854,0,0,0,8,1700,369.345758,294.377252,0,12
C10855,0,0,0,27,2500,1980.213325,149.493574,0.454545,11
C10856,0,0.083333,2,2,2000,534.092827,1069.925154,0,12
C10857,0.166667,0.666667,21,14,7500,1476.991573,1451.018556,0,12
C10858,0.833333,0,0,18,3350,549.396517,266.850585,0,12
C10859,0.833333,0,0,31,3500,342.79543,183.964777,0.090909,12
C10860,0,0.555556,11,2,5500,1250.695005,2070.907379,0,9
C10861,0,0.25,3,0,8500,1006.261579,1313.531481,0,12
C10862,0,0.25,3,0,1500,306.606914,736.789619,0,12
C10863,0,0.166667,3,0,3000,386.660071,396.635432,0,12
